NOME;COLUNAS;LINHAS;ALPHA;THETA;T LAB;T C2G
"data/isolum200.ppm";200;200;10;135;0,01;377,914001
"data/isolum200.ppm";200;200;15;135;0,02;379,460999
"data/isolum200.ppm";200;200;20;135;0,02;377,330994
"data/isolum200.ppm";200;200;25;135;0,02;380,088013
"data/isolum200.ppm";200;200;5;180;0,01;377,200989
"data/isolum200.ppm";200;200;10;180;0,02;376,910004
"data/isolum200.ppm";200;200;15;180;0,02;377,292999
"data/isolum200.ppm";200;200;20;180;0,01;380,872986
"data/isolum200.ppm";200;200;25;180;0,02;380,431000
"data/isolum200.ppm";200;200;5;225;0,02;377,390991
"data/isolum200.ppm";200;200;10;225;0,02;377,475006
"data/isolum200.ppm";200;200;15;225;0,02;377,441010
"data/isolum200.ppm";200;200;20;225;0,02;376,946014
"data/isolum200.ppm";200;200;25;225;0,01;380,266998
"data/isolum200.ppm";200;200;5;270;0,02;377,221008
"data/isolum200.ppm";200;200;10;270;0,01;377,364990
"data/isolum200.ppm";200;200;15;270;0,01;378,916992
"data/isolum200.ppm";200;200;20;270;0,01;377,757996
"data/isolum200.ppm";200;200;25;270;0,01;383,605988
"data/isolum200.ppm";200;200;5;315;0,01;377,567993
"data/isolum200.ppm";200;200;10;315;0,01;377,264008
"data/isolum200.ppm";200;200;15;315;0,02;377,243988
"data/isolum200.ppm";200;200;20;315;0,01;379,503998
"data/isolum200.ppm";200;200;25;315;0,01;380,462006
"data/jardim.ppm";320;240;5;0;0,04;1.085,546021
"data/jardim.ppm";320;240;10;0;0,02;1.190,166016
"data/jardim.ppm";320;240;15;0;0,03;1.239,894043
"data/jardim.ppm";320;240;20;0;0,03;1.270,441040
"data/jardim.ppm";320;240;25;0;0,04;1.306,218018
"data/jardim.ppm";320;240;5;45;0,04;1.083,692993
"data/jardim.ppm";320;240;10;45;0,03;1.191,567017
"data/jardim.ppm";320;240;15;45;0,04;1.237,909058
"data/jardim.ppm";320;240;20;45;0,03;1.270,262939
"data/jardim.ppm";320;240;25;45;0,03;1.306,270996
"data/jardim.ppm";320;240;5;90;0,04;1.083,089966
"data/jardim.ppm";320;240;10;90;0,03;1.189,129028
"data/jardim.ppm";320;240;15;90;0,03;1.237,807983
"data/jardim.ppm";320;240;20;90;0,03;1.270,613037
"data/jardim.ppm";320;240;25;90;0,03;1.306,092041
"data/jardim.ppm";320;240;5;135;0,03;1.084,130981
"data/jardim.ppm";320;240;10;135;0,04;1.189,208008
"data/jardim.ppm";320;240;15;135;0,03;1.238,272949
"data/jardim.ppm";320;240;20;135;0,03;1.270,848999
"data/jardim.ppm";320;240;25;135;0,03;1.306,328003
"data/jardim.ppm";320;240;5;180;0,02;1.083,746948
"data/jardim.ppm";320;240;10;180;0,03;1.190,456055
"data/jardim.ppm";320;240;15;180;0,04;1.238,001953
"data/jardim.ppm";320;240;20;180;0,02;1.270,801025
"data/jardim.ppm";320;240;25;180;0,03;1.308,483032
"data/jardim.ppm";320;240;5;225;0,03;1.083,696045
"data/jardim.ppm";320;240;10;225;0,03;1.190,064941
"data/jardim.ppm";320;240;15;225;0,04;1.238,182983
"data/jardim.ppm";320;240;20;225;0,04;1.270,764038
"data/jardim.ppm";320;240;25;225;0,03;1.309,156982
"data/jardim.ppm";320;240;5;270;0,02;1.083,640015
"data/jardim.ppm";320;240;10;270;0,03;1.189,639038
"data/jardim.ppm";320;240;15;270;0,03;1.237,703979
"data/jardim.ppm";320;240;20;270;0,03;1.269,855957
"data/jardim.ppm";320;240;25;270;0,02;1.308,990967
"data/jardim.ppm";320;240;5;315;0,03;1.084,228027
"data/jardim.ppm";320;240;10;315;0,03;1.189,769043
"data/jardim.ppm";320;240;15;315;0,03;1.238,293945
"data/jardim.ppm";320;240;20;315;0,03;1.270,031006
"data/jardim.ppm";320;240;25;315;0,03;1.306,197021
"data/mapa.ppm";172;220;5;0;0,02;298,989014
"data/mapa.ppm";172;220;10;0;0,02;374,126007
"data/mapa.ppm";172;220;15;0;0,01;372,050995
"data/mapa.ppm";172;220;20;0;0,01;372,207001
"data/mapa.ppm";172;220;25;0;0,02;372,466003
"data/mapa.ppm";172;220;5;45;0,01;301,958008
"data/mapa.ppm";172;220;10;45;0,02;371,088989
"data/mapa.ppm";172;220;15;45;0,01;372,188995
"data/mapa.ppm";172;220;20;45;0,01;372,295013
"data/mapa.ppm";172;220;25;45;0,02;374,893005
"data/mapa.ppm";172;220;5;90;0,01;299,596985
"data/mapa.ppm";172;220;10;90;0,02;371,061005
"data/mapa.ppm";172;220;15;90;0,01;372,277008
"data/mapa.ppm";172;220;20;90;0,02;372,204987
"data/mapa.ppm";172;220;25;90;0,01;374,424011
"data/mapa.ppm";172;220;5;135;0,02;299,770996
"data/mapa.ppm";172;220;10;135;0,01;371,066010
"data/mapa.ppm";172;220;15;135;0;375,782013
"data/mapa.ppm";172;220;20;135;0,01;372,592010
"data/mapa.ppm";172;220;25;135;0,02;372,962006
"data/mapa.ppm";172;220;5;180;0,01;302,635010
"data/mapa.ppm";172;220;10;180;0,01;370,509003
"data/mapa.ppm";172;220;15;180;0,01;372,156006
"data/mapa.ppm";172;220;20;180;0,02;375,292999
"data/mapa.ppm";172;220;25;180;0,02;373,260986
"data/mapa.ppm";172;220;5;225;0,02;299,472992
"data/mapa.ppm";172;220;10;225;0,01;370,289001
